embrace_ottomanism_desc;One of the early goals of the liberal movement in the 19th century Ottoman Empire was the creation of a new pan Ottoman identity that all cultures and religions could identify with. This decision sets a country flag that grants increased assimilation chance. Assimilation chance is different and more important than assimilation rate.;;;;;;;;;;;;;x
ottomanism;Ottomanism;;;;;;;;;;;;;x
ottomanism_desc;In an effort to reduce ethnic and sectarian strife, all minorities have been decreed Ottoman citizens with equal rights. As long as militancy is kept low, the people should readily adopt their new national identity.;;;;;;;;;;;;;x
form_north_italy_title;Avanti Italia!;;;;;;;;;;;;;x
form_north_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;;;;;;;;;;;;;x
form_south_italy_title;Avanti Italia!;;;;;;;;;;;;;x
form_south_italy_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;;;;;;;;;;;;;x
unite_northern_italy_title;Unite Northern Italy;;;;;;;;;;;;;x
unite_northern_italy_desc;We have driven the Austrians out of Lombardia and are now the preeminent power in northern Italy. The rest of the north Italian kingdoms have agreed to unite under our leadership.;;;;;;;;;;;;;x
embrace_south_italians_title;Embrace south Italians;;;;;;;;;;;;;x
embrace_south_italians_desc;It is time to grant equal rights to the southern Italians.;;;;;;;;;;;;;x
unite_iberia_title;Unite Iberia;;;;;;;;;;;;;x
unite_iberia_desc;The Iberian kingdoms have agreed to unite under our rule.;;;;;;;;;;;;;x
abandon_iberian_union_title;Abandon Iberian Union;;;;;;;;;;;;;x
abandon_iberian_union_desc;Enacting this decision will turn off the Unite Iberia decisions for all countries.;;;;;;;;;;;;;x
EVTNAMEcommonarmy;Common Army Divided;;;;;;;;;;;;x
EVTDESCcommonarmy;The new equal status conferred to one of our minorities allows them to establish their own national army independent of the Common Army.;;;;;;;;;;;;x
EVTOPTAcommonarmy;A small price to pay.;;;;;;;;;;;;x
EVTNAME31514;Germany for Germans;;;;;;;;;;;;x
EVTDESC31514;One of the main tenants of the newly formed German Confederation is to confer privileged status to ethnic Germans. We will have to abandon our hopes of creating a Danubian Confederation in order to appease our German brothers.;;;;;;;;;;;;x
EVTOPTA31514;Deutschland über alles!;;;;;;;;;;;;x
EVTNAME29900;The First Tractor in $COUNTRY$;Le premier tracteur ?$COUNTRY$;Der erste Traktor in $COUNTRY$;;Primer tractor en $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29900;Mother, mother! Old man Johnson has bought a new machine! It can plough, pull, tear, move, and you can ride on it! He says it's called a 'tractor'!'\n\nThe advent of the tractor in $COUNTRY$ has led to a revolution in local agriculture, with farm output increasing on a scale unfathomable a mere generation ago. Truly, the boons of industry are good unto $COUNTRY$.;Maman, maman ! Le vieux Johnson a achet?une nouvelle machine ! Il peut labourer, tirer, arracher, d?lacer, et vous pouvez m?e monter sur elle ! Il dit que l'on appelle ? un ?racteur?! \n\nL'av?ement du tracteur ?$COUNTRY$ conduit une r?olution dans l'agriculture locale, avec la production agricole qui augmentera ?une ?helle insondable et cela en ?peine une g??ation. En v?it? les faveurs de l'industrie sont bien bonnes envers $COUNTRY$. ;Mutter, oh Mutter! Der alte Johnson hat eine neue Maschine gekauft! Sie kann pfl?en, ziehen, anrei?n und fahren - und man kann sogar darauf sitzen! Er sagt, die Maschine sei ein 'Traktor'!'\n\nDie Einf?rung von Traktoren in $COUNTRY$ hat zu einer Revolution der lokalen Landwirtschaft gef?rt und die landwirtschaftliche Leistung auf ein Niveau gehievt, von dem man vor nur einer Generation nur tr?men konnte. Wahrlich, die G?ter der Industrie sind $COUNTRY$ gn?ig.;;?am? mam? ·ap?Johnson ha comprado una m?uina nueva! ·uede arar, arrastrar, desmenuzar, moverse! .ice que se llama 'tractor'!\nLa llegada del tractor a $COUNTRY$ ha significado una revoluci? en la agricultura local, con un nivel de incremento de la producci? impensable hace tan solo una generaci?. Ciertamente, los beneficios de la industria son un bien para $COUNTRY$.;;;;;;;;;x;;;;
EVTOPTA29900;Truly, 'tis.;C'est certain.;Aber echt!;;Ciertamente, lo son.;;;;;;;;;x;;;;
EVTNAME29901;$COUNTRY$ Electrified!;?ectrification de $COUNTRY$ !;$COUNTRY$ elektrifiziert!;;?lectricidad en $COUNTRY$!;;;;;;;;;x;;;;
EVTDESC29901;Mother, Mother! Have you seen the lights on Main Street? They're putting new lights in the lamp posts! They say that they're powered by 'electricity'!'\n\nElectricity, in the form of street lights, have arrived in $COUNTRY$. This new type of lighting illuminates our cities in ways that have hereto only been dreamt of, increasing the efficiency and productivity of local industry, as well as the local quality of life.;Maman, maman ! Avez-vous vu les lumi?es sur la rue principale ? Ils mettent de nouvelles lumi?es en lampadaires ! Ils disent qu'ils sont aliment? par une chose appel? ?lectricit? ! \n\nL'?ectricit? sous la forme d'?lairage des rues, est arriv? en $COUNTRY$. Ce nouveau type d'?lairage illumine nos villes de fa?n ?pr?entement r?er d'accro?re l'efficacit?et la productivit?des industries locales, ainsi que la qualit?de vie. ;Mutter, oh Mutter! Hast du die Lichter auf der Hauptstra? gesehen? Sie bringen neue Lampen in den Laternenpf?len an! Man sagt, diese w?den von 'Elektrizit?' betrieben!'\n\nDie Elektrizit? hat in Form von Stra?nbeleuchtungen in $COUNTRY$ Einzug gehalten. Diese neue Beleuchtungsart erleuchtet unsere St?te auf eine Art und Weise, von der wir vorher nur tr?men konnten. Dies erh?t die Effizienz und die Produktivit? der lokalen Industrie und die Lebensqualit? der lokalen Bev?kerung.;;?am? mam? ?as visto las luces en la calle mayor? ?st? poniendo luces nuevas en las farolas! .icen que funcionan con 'electricidad'!\n\nLa electricidad , en forma de luz en las calles, ha llegado a $COUNTRY$. Este nuevo tipo de luz ilumina nuestras ciudades de una forma hasta ahora solo so?da, lo que incrementa el rendimiento y la productividad de la industria local, as?como la calidad de vida local.;;;;;;;;;x;;;;
EVTOPTA29901;Brilliant!;Parfait !;Gro?rtig!;;?rillante!;;;;;;;;;x;;;;
EVTNAME29902;Exploding $COUNTRY$;Explosion ?$COUNTRY$;Explosionen in $COUNTRY$;;Explotando $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29902;Mother, Mother! Have you heard the sounds and booms echoing from the mine? They say it's a new type of explosive!'\n\nThe introduction of nitroglycerin, and with it the ability to dig deeper into the mine shafts than ever before, in $COUNTRY$ means that the local mining industry has increased its output several times over.;Maman, maman ! Avez-vous entendu les sons et les booms en ?ho de la mine ? Ils disent que c'est un nouveau type d'explosif ! \n\nL'introduction de la nitroglyc?ine, et avec elle la capacit?de creuser plus profond?ent dans les puits de mine, ?$COUNTRY$, signifie que l'industrie mini?e locale va augmenter de plusieurs fois sa production.;Mutter, oh Mutter! Hast du das Donnern und Wummern aus der Mine geh?t? Sie sagen, das sei eine neue Sprengstoffart!'\n\nDie Einf?rung von Nitroglyzerin und die damit einhergehende M?lichkeit, Minensch?hte tiefer als je zuvor in den Boden zu treiben, hat der lokalen Bergbauindustrie in $COUNTRY$ erm?licht, ihre Leistung um ein Vielfaches zu steigern.;;?am? mam? ?as o?o los sonidos de las explosiones que llegan de la mina? .icen que es un nuevo tipo de explosivo!\n\nLa introducci? de la nitroglicerina, y con ella la capacidad para excavar a m? profundidad que nunca en los pozos mineros, en $COUNTRY$ significa que la industria minera local ha incrementado su producci? en varios enteros.;;;;;;;;;x;;;;
EVTOPTA29902;Kaboom!;Boum !;Bumm!;;?uuuuum!;;;;;;;;;x;;;;
EVTNAME29903;New Store in $COUNTRY$;Nouveau magasin ?$COUNTRY$;Neuer Laden in $COUNTRY$;;Almac? en $COUNTRY$;;;;;;;;;x;;;;
EVTDESC29903;Mother! Mother! They've opened a new store in town!'\n\nThe nineteenth century saw the development of vastly improved channels for the distribution of goods to broader groups of customers. The opening of new, specialized and industrialized retailers was essential in bringing new industrial goods, produced in factories, to consumers. The new store in $COUNTRY$ will increase the efficiency of the local farms, as farmers have to spend less time in travel to and from markets.;M?e ! M?e ! Ils ont ouvert un nouveau magasin en ville ! \nLe XIXe si?le voit le d?eloppement de fili?es am?ior?s pour la distribution des biens ?des franges plus larges de la population. L'ouverture d'enseignes, sp?ialis?s et professionalis?s, pour l'apport de nouveaux produits fabriqu? dans des usines pour les consommateurs. Le nouveau magasin ?$COUNTRY$ augmentera l'efficacit?des exploitations agricoles, les agriculteurs vont passer moins de temps en d?lacement aux foires et autres march?.;Mutter! Mutter! In der Stadt haben sie einen neuen Laden aufgemacht!'\n\nIm neunzehnten Jahrhundert wurden die Vertriebskan?e zur G?erverteilung an breitere Konsumentengruppen stark verbessert. Die Er?fnung neuer, spezialisierter und industrialisierter Einzelhandelsgesch?te war unerl?slich daf?, neue, in Fabriken hergestellte Industrieg?er zum Konsumenten zu bringen. Der neue Laden in $COUNTRY$ wird die Effizienz der lokalen Bauernh?e steigern, da die Bauern nun weniger Zeit f? Fahrten zu den M?kten aufwenden m?sen.;;?am? ?am? ?an abierto un almac? en el pueblo!\nEl siglo diecinueve contempl?el desarrollo de canales ampliamente mejorados para la distribuci? de mercanc?s entre un n?ero mayor de clientes. La apertura de comercios nuevos, especializados e industrializados fue esencial para acercar a los consumidores los nuevos productos industriales producidos en las f?ricas. El nuevo almac? en $COUNTRY$ incrementar?el rendimiento de las granjas, mientras que los agricultores podr? ahorrar tiempo en tener que ir y venir a los mercados.;;;;;;;;;x;;;;
EVTOPTA29903;Excellent!;Parfait !;Hervorragend!;;?xcelente!;;;;;;;;;x;;;;
EVTNAME29904;Mechanized Mining;Extraction mini?e m?anis?;Mechanisierter Bergbau;;Miner? mecanizada;;;;;;;;;x;;;;
EVTDESC29904;Mother! Mother! Father says that they've got new tools in the mine!'\n\nWith the invention of machine tools, mines are slowly being fitted with new and efficient tools to aid the excavation of the slumbering riches below the surface. Mine efficiency and size has been increased in $COUNTRY$ on account of this.;M?e ! M?e ! P?e dit qu'ils ont de nouveaux outils ?la mine ! \n\nAvec l'invention des machines-outils, les mines sont peu ?peu ?uip?s d'appareils nouveaux et efficaces pour aider ?l'excavation des richesses endormies sous la surface. L'efficacit?des mines et leur taille ont ??augment?s en $COUNTRY$, et cela est ?mettre sur le compte de ces nouveaux outils. ;Mutter! Mutter! Vater sagt, dass sie jetzt in der Mine neue Werkzeuge haben!'\n\nDurch die Erfindung von Maschinenwerkzeugen werden die Minen allm?lich mit neuen und effizienten Werkzeugen ausgestattet, die beim Abbau der Reicht?er unterhalb der Erdoberfl?he helfen. Aus diesem Grund hat sich die Bergbaueffizienz und der Bergbauumfang in $COUNTRY$ erh?t.;;?am? ?am? ·ap?dice que tienen herramientas nuevas en la mina!\n\nCon la invenci? de maquinaria, las minas est? siendo dotadas, poco a poco, con herramientas nuevas y de buen rendimiento para ayudar en la excavaci? de las riquezas que yacen bajo la superficie. A causa de ello, el rendimiento y el volumen minero se ha incrementado en $COUNTRY$.;;;;;;;;;x;;;;
EVTOPTA29904;Let us not dig too deep and greedily, though.;Veillons cependant ?ne pas creuser trop profond et ?ne pas nous montrer trop gourmands.;Lasst uns trotzdem nicht zu tief und gierig graben!;;En cualquier caso, que no nos ciegue la avaricia y excavemos m? de la cuenta;;;;;;;;;x;;;;
EVTNAME29905;Artificial Fertilizers;;;;;;;;;;;;;;x;;;;
EVTDESC29905;Mother! Mother! Father says that they've got fertilizer for the field!'\n\nWith the invention of the Haber-Bosch Process, farmlands are slowly being fixed with vast amounts of fertilizer. Farm efficiency has been vastly increased in $COUNTRY$ on account of this.;;;;;;;;;;x;;;;
EVTOPTA29905;Huzzah!;;;;;;;;;;;;;;;;x;;;;
communist_or_fascist_dictatorship;Communist or Fascist Dictatorship;;;;;;;;;;;;x
EVTNAMEsetgovernment;Set Government Flag;;;;;;;;;;;;x
EVTDESCsetgovernment;A communist or fascist government flag has been set that allows closed border and totalitarian reforms to be enacted.;;;;;;;;;;;;x
EVTOPTAsetgovernment;OK;;;;;;;;;;;;x
EVTNAMEclrgovernment;Clear Government Flag;;;;;;;;;;;;x
EVTDESCclrgovernment;Communist or fascist government flag has been cleared.;;;;;;;;;;;;x
EVTOPTAclrgovernment;OK;;;;;;;;;;;;x
EVTNAMEmedicine;Medicine Tech Flag;;;;;;;;;;;;x
EVTDESCmedicine;This tech allows you to enact trinket healthcare.;;;;;;;;;;;;x
medicine_invented;Medicine Invented.;;;;;;;;;;;;
EVTNAMEinorganicchemistry;Inorganic Chemistry Tech Flag;;;;;;;;;;;;x
EVTDESCinorganicchemistry;This tech allows you to enact low healthcare.;;;;;;;;;;;;x
inorganic_chemistry_invented;Inorganic Chemistry Invented;;;;;;;;;;;;x
EVTNAMEorganicchemistry;Organic Chemistry Tech Flag;;;;;;;;;;;;x
EVTDESCorganicchemistry;This tech allows you to enact acceptable healthcare.;;;;;;;;;;;;x
organic_chemistry_invented;Organic Chemistry Invented;;;;;;;;;;;;x
EVTNAMEelectricity;Electricity Tech Flag;;;;;;;;;;;;x
EVTDESCelectricity;This tech allows you to enact good healthcare.;;;;;;;;;;;;x
electricity_invented;Electricity Invented;;;;;;;;;;;;x
EVTNAMErevolutionncounterrevolution;Revolution and Counterrevolution Tech Flag;;;;;;;;;;;;x
EVTDESCrevolutionncounterrevolution;This tech upgrades your centralization level from regionalism to unitary. This event does not fire for countries that don't have regionalism.;;;;;;;;;;;;x
revolution_n_counterrevolution_invented;Revolution & Counterrevolution Invented;;;;;;;;;;;;x
EVTNAMEcolonialnegotiations;Colonial Negotiations Tech Flag;;;;;;;;;;;;x
EVTDESCcolonialnegotiations;This invention allows you to colonize and use the Acquire Sub-Saharan African State casus beli.;;;;;;;;;;;;x
colonial_negotiations_invented;Colonial Negotiations Invented;;;;;;;;;;;;x
EVTNAMEmob1;Levée en Masse Tech Flag;;;;;;;;;;;;x
EVTDESCmob1;This invention increases your mobilization size by 2%.;;;;;;;;;;;;x
mob1_invented;Levée en Masse Invented;;;;;;;;;;;;x
EVTNAMEmob2;Mobilization Time Tables Tech Flag;;;;;;;;;;;;x
EVTDESCmob2;This invention increases your mobilization size by 1%.;;;;;;;;;;;;x
mob2_invented;Mobilization Time Tables Invented;;;;;;;;;;;;x
EVTNAMEmob3;Personnel Category Tables Tech Flag;;;;;;;;;;;;x
EVTDESCmob3;This invention increases your mobilization size by 1%.;;;;;;;;;;;;x
mob3_invented;Personnel Category Tables Invented;;;;;;;;;;;;x
EVTNAMEmob4;Staff Command Support Tech Flag;;;;;;;;;;;;x
EVTDESCmob4;This invention increases your mobilization size by 1%.;;;;;;;;;;;;x
mob4_invented;Staff Command Support Invented;;;;;;;;;;;;x
EVTNAMEmob5;Railroad Transport Groups Tech Flag;;;;;;;;;;;;x
EVTDESCmob5;This invention increases your mobilization size by 2%.;;;;;;;;;;;;x
mob5_invented;Railroad Transport Groups Invented;;;;;;;;;;;;x
EVTNAMEsyntheticpolymers;Synthetic Polymers Tech Flag;;;;;;;;;;;;x
EVTDESCsyntheticpolymers;This tech allows you to enact universal healthcare.;;;;;;;;;;;;x
synthetic_polymers_invented;Synthetic Polymers Invented;;;;;;;;;;;;x
EVTNAMEcraftsmen_bonus1;Pop Promotion Bonus 1;;;;;;;;;;;;x
EVTDESCcraftsmen_bonus1;This tech reduces the chance of your POPs promoting into artisans.;;;;;;;;;;;;x
EVTNAMEcraftsmen_bonus2;Pop Promotion Bonus 2;;;;;;;;;;;;x
EVTDESCcraftsmen_bonus2;This tech reduces the chance of your POPs promoting into artisans.;;;;;;;;;;;;x
EVTNAMEcraftsmen_bonus3;Pop Promotion Bonus 3;;;;;;;;;;;;x
EVTDESCcraftsmen_bonus3;This tech reduces the chance of your POPs promoting into artisans.;;;;;;;;;;;;x
EVTNAMEcraftsmen_bonus4;Pop Promotion Bonus 4;;;;;;;;;;;;x
EVTDESCcraftsmen_bonus4;This tech reduces the chance of your POPs promoting into artisans.;;;;;;;;;;;;x
